jahr;straftat_code;straftat_bezeichnung;nationalitaet;tatverdaechtige
2007;237500;Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft § 233 Abs. 3 mit Verweis auf § 232 Abs. 4 StGB;Gesamt;1
2008;237500;Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft § 233 Abs. 3 mit Verweis auf § 232 Abs. 4 StGB;Gesamt;1
2009;237500;Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft § 233 Abs. 3 mit Verweis auf § 232 Abs. 4 StGB;Gesamt;4
2010;237500;Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft § 233 Abs. 3 mit Verweis auf § 232 Abs. 4 StGB;Gesamt;4
2011;237500;Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft § 233 Abs. 3 mit Verweis auf § 232 Abs. 4 StGB;Gesamt;6
2012;237500;Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft § 233 Abs. 3 mit Verweis auf § 232 Abs. 4 StGB;Gesamt;7
2013;237500;Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft § 233 Abs. 3 mit Verweis auf § 232 Abs. 4 StGB;Gesamt;7
2014;237500;Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft § 233 Abs. 3 mit Verweis auf § 232 Abs. 4 StGB;Gesamt;4
2015;237500;Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft § 233 Abs. 3 mit Verweis auf § 232 Abs. 4 StGB;Gesamt;5
2016;237500;Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft § 233 Abs. 3 mit Verweis auf § 232 Abs. 4 StGB;Gesamt;5
2017;237500;Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft § 233 Abs. 3 mit Verweis auf § 232 Abs. 4 StGB;Gesamt;0
2005;238000;Förderung des Menschenhandel § 233a StGB davon:;Gesamt;1
2006;238000;Förderung des Menschenhandel § 233a StGB davon:;Gesamt;54
2007;238000;Förderung des Menschenhandel § 233a StGB davon:;Gesamt;73
2008;238000;Förderung des Menschenhandel § 233a StGB davon:;Gesamt;28
2009;238000;Förderung des Menschenhandel § 233a StGB davon:;Gesamt;44
2010;238000;Förderung des Menschenhandel § 233a StGB davon:;Gesamt;69
2011;238000;Förderung des Menschenhandel § 233a StGB davon:;Gesamt;49
2012;238000;Förderung des Menschenhandel § 233a StGB davon:;Gesamt;33
2013;238000;Förderung des Menschenhandel § 233a StGB davon:;Gesamt;29
2014;238000;Förderung des Menschenhandel § 233a StGB;Gesamt;32
2015;238000;Förderung des Menschenhandel § 233a StGB;Gesamt;35
2016;238000;Förderung des Menschenhandel § 233a StGB;Gesamt;36
2017;238000;Förderung des Menschenhandel § 233a StGB;Gesamt;4
2005;238100;Förderung des Menschenhandel § 233a Abs. 1 StGB i.V.m. Menschenhandel zum Zweck der sexuellen Ausbeutung § 232 StGB;Gesamt;1
2006;238100;Förderung des Menschenhandel § 233a Abs. 1 StGB i.V.m. Menschenhandel zum Zweck der sexuellen Ausbeutung § 232 StGB;Gesamt;41
2007;238100;Förderung des Menschenhandel § 233a Abs. 1 StGB i.V.m. Menschenhandel zum Zweck der sexuellen Ausbeutung § 232 StGB;Gesamt;61
2008;238100;Förderung des Menschenhandel § 233a Abs. 1 StGB i.V.m. Menschenhandel zum Zweck der sexuellen Ausbeutung § 232 StGB;Gesamt;22
2009;238100;Förderung des Menschenhandel § 233a Abs. 1 StGB i.V.m. Menschenhandel zum Zweck der sexuellen Ausbeutung § 232 StGB;Gesamt;31
2010;238100;Förderung des Menschenhandel § 233a Abs. 1 StGB i.V.m. Menschenhandel zum Zweck der sexuellen Ausbeutung § 232 StGB;Gesamt;26
2011;238100;Förderung des Menschenhandel § 233a Abs. 1 StGB i.V.m. Menschenhandel zum Zweck der sexuellen Ausbeutung § 232 StGB;Gesamt;33
2012;238100;Förderung des Menschenhandel § 233a Abs. 1 StGB i.V.m. Menschenhandel zum Zweck der sexuellen Ausbeutung § 232 StGB;Gesamt;25
2013;238100;Förderung des Menschenhandel § 233a Abs. 1 StGB i.V.m. Menschenhandel zum Zweck der sexuellen Ausbeutung § 232 StGB;Gesamt;23
2014;238100;Förderung des Menschenhandel § 233a Abs. 1 StGB i.V.m. Menschenhandel zum Zweck der sexuellen Ausbeutung § 232 StGB;Gesamt;21
2015;238100;Förderung des Menschenhandel § 233a Abs. 1 StGB i.V.m. Menschenhandel zum Zweck der sexuellen Ausbeutung § 232 StGB;Gesamt;19
2016;238100;Förderung des Menschenhandel § 233a Abs. 1 StGB i.V.m. Menschenhandel zum Zweck der sexuellen Ausbeutung § 232 StGB;Gesamt;24
2017;238100;Förderung des Menschenhandel § 233a Abs. 1 StGB i.V.m. Menschenhandel zum Zweck der sexuellen Ausbeutung § 232 StGB;Gesamt;4
2005;238200;Förderung des Menschenhandels § 233a Abs. 1 StGB i.V.m. Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft § 233 StGB;Gesamt;0
2006;238200;Förderung des Menschenhandels § 233a Abs. 1 StGB i.V.m. Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft § 233 StGB;Gesamt;3
2007;238200;Förderung des Menschenhandels § 233a Abs. 1 StGB i.V.m. Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft § 233 StGB;Gesamt;2
2008;238200;Förderung des Menschenhandels § 233a Abs. 1 StGB i.V.m. Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft § 233 StGB;Gesamt;3
2009;238200;Förderung des Menschenhandels § 233a Abs. 1 StGB i.V.m. Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft § 233 StGB;Gesamt;6
2010;238200;Förderung des Menschenhandels § 233a Abs. 1 StGB i.V.m. Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft § 233 StGB;Gesamt;27
2011;238200;Förderung des Menschenhandels § 233a Abs. 1 StGB i.V.m. Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft § 233 StGB;Gesamt;2
2012;238200;Förderung des Menschenhandels § 233a Abs. 1 StGB i.V.m. Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft § 233 StGB;Gesamt;2
2013;238200;Förderung des Menschenhandels § 233a Abs. 1 StGB i.V.m. Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft § 233 StGB;Gesamt;2
2014;238200;Förderung des Menschenhandels § 233a Abs. 1 StGB i.V.m. Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft § 233 StGB;Gesamt;4
2015;238200;Förderung des Menschenhandels § 233a Abs. 1 StGB i.V.m. Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft § 233 StGB;Gesamt;12
2016;238200;Förderung des Menschenhandels § 233a Abs. 1 StGB i.V.m. Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft § 233 StGB;Gesamt;11
2017;238200;Förderung des Menschenhandels § 233a Abs. 1 StGB i.V.m. Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft § 233 StGB;Gesamt;0
2005;238300;Förderung des Menschenhandels § 233a Abs. 2 StGB i.V.m. Menschenhandel zum Zweck der sexuellen Ausbeutung § 232 StGB;Gesamt;0
2006;238300;Förderung des Menschenhandels § 233a Abs. 2 StGB i.V.m. Menschenhandel zum Zweck der sexuellen Ausbeutung § 232 StGB;Gesamt;7
2007;238300;Förderung des Menschenhandels § 233a Abs. 2 StGB i.V.m. Menschenhandel zum Zweck der sexuellen Ausbeutung § 232 StGB;Gesamt;6
2008;238300;Förderung des Menschenhandels § 233a Abs. 2 StGB i.V.m. Menschenhandel zum Zweck der sexuellen Ausbeutung § 232 StGB;Gesamt;2
2009;238300;Förderung des Menschenhandels § 233a Abs. 2 StGB i.V.m. Menschenhandel zum Zweck der sexuellen Ausbeutung § 232 StGB;Gesamt;6
2010;238300;Förderung des Menschenhandels § 233a Abs. 2 StGB i.V.m. Menschenhandel zum Zweck der sexuellen Ausbeutung § 232 StGB;Gesamt;12
2011;238300;Förderung des Menschenhandels § 233a Abs. 2 StGB i.V.m. Menschenhandel zum Zweck der sexuellen Ausbeutung § 232 StGB;Gesamt;14
2012;238300;Förderung des Menschenhandels § 233a Abs. 2 StGB i.V.m. Menschenhandel zum Zweck der sexuellen Ausbeutung § 232 StGB;Gesamt;6
2013;238300;Förderung des Menschenhandels § 233a Abs. 2 StGB i.V.m. Menschenhandel zum Zweck der sexuellen Ausbeutung § 232 StGB;Gesamt;4
2014;238300;Förderung des Menschenhandels § 233a Abs. 2 StGB i.V.m. Menschenhandel zum Zweck der sexuellen Ausbeutung § 232 StGB;Gesamt;5
2015;238300;Förderung des Menschenhandels § 233a Abs. 2 StGB i.V.m. Menschenhandel zum Zweck der sexuellen Ausbeutung § 232 StGB;Gesamt;3
2016;238300;Förderung des Menschenhandels § 233a Abs. 2 StGB i.V.m. Menschenhandel zum Zweck der sexuellen Ausbeutung § 232 StGB;Gesamt;1
2017;238300;Förderung des Menschenhandels § 233a Abs. 2 StGB i.V.m. Menschenhandel zum Zweck der sexuellen Ausbeutung § 232 StGB;Gesamt;0
2005;238400;Förderung des Menschenhandels § 233a Abs. 2 StGB i.V.m. Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft § 233 StGB;Gesamt;0
2006;238400;Förderung des Menschenhandels § 233a Abs. 2 StGB i.V.m. Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft § 233 StGB;Gesamt;3
2007;238400;Förderung des Menschenhandels § 233a Abs. 2 StGB i.V.m. Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft § 233 StGB;Gesamt;4
2008;238400;Förderung des Menschenhandels § 233a Abs. 2 StGB i.V.m. Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft § 233 StGB;Gesamt;1
2009;238400;Förderung des Menschenhandels § 233a Abs. 2 StGB i.V.m. Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft § 233 StGB;Gesamt;1
2010;238400;Förderung des Menschenhandels § 233a Abs. 2 StGB i.V.m. Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft § 233 StGB;Gesamt;5
2011;238400;Förderung des Menschenhandels § 233a Abs. 2 StGB i.V.m. Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft § 233 StGB;Gesamt;0
2012;238400;Förderung des Menschenhandels § 233a Abs. 2 StGB i.V.m. Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft § 233 StGB;Gesamt;0
2013;238400;Förderung des Menschenhandels § 233a Abs. 2 StGB i.V.m. Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft § 233 StGB;Gesamt;0
2014;238400;Förderung des Menschenhandels § 233a Abs. 2 StGB i.V.m. Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft § 233 StGB;Gesamt;2
2015;238400;Förderung des Menschenhandels § 233a Abs. 2 StGB i.V.m. Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft § 233 StGB;Gesamt;1
2016;238400;Förderung des Menschenhandels § 233a Abs. 2 StGB i.V.m. Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft § 233 StGB;Gesamt;0
2017;238400;Förderung des Menschenhandels § 233a Abs. 2 StGB i.V.m. Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft § 233 StGB;Gesamt;0
2017;239000;Menschenhandel, Zwangsprostitution, Zwangsarbeit, Ausbeutung der Arbeitskraft und Ausbeutung unter Ausnutzung einer Freiheitsberaubung §§ 232, 232a, 232b, 233, 233a StGB;Gesamt;428
2018;239000;Menschenhandel, Zwangsprostitution, Zwangsarbeit, Ausbeutung der Arbeitskraft und Ausbeutung unter Ausnutzung einer Freiheitsberaubung §§ 232, 232a, 232b, 233, 233a StGB;Gesamt;642
2019;239000;Menschenhandel, Zwangsprostitution, Zwangsarbeit, Ausbeutung der Arbeitskraft und Ausbeutung unter Ausnutzung einer Freiheitsberaubung §§ 232, 232a, 232b, 233, 233a StGB;Gesamt;518
2020;239000;Menschenhandel, Zwangsprostitution, Zwangsarbeit, Ausbeutung der Arbeitskraft und Ausbeutung unter Ausnutzung einer Freiheitsberaubung §§ 232, 232a, 232b, 233, 233a StGB;Gesamt;550
2021;239000;Menschenhandel, Zwangsprostitution, Zwangsarbeit, Ausbeutung der Arbeitskraft und Ausbeutung unter Ausnutzung einer Freiheitsberaubung §§ 232, 232a, 232b, 233, 233a StGB;Gesamt;446
2022;239000;Menschenhandel, Zwangsprostitution, Zwangsarbeit, Ausbeutung der Arbeitskraft und Ausbeutung unter Ausnutzung einer Freiheitsberaubung §§ 232, 232a, 232b, 233, 233a StGB;Gesamt;501
2023;239000;Menschenhandel, Zwangsprostitution, Zwangsarbeit, Ausbeutung der Arbeitskraft und Ausbeutung unter Ausnutzung einer Freiheitsberaubung §§ 232, 232a, 232b, 233, 233a StGB;Gesamt;571
2024;239000;Menschenhandel, Zwangsprostitution, Zwangsarbeit, Ausbeutung der Arbeitskraft und Ausbeutung unter Ausnutzung einer Freiheitsberaubung §§ 232, 232a, 232b, 233, 233a StGB;Gesamt;636
1987;3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB;Gesamt;409981
1988;3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB;Gesamt;408707
1989;3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB;Gesamt;426509
1990;3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB;Gesamt;494507
1991;3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB;Gesamt;495817
1992;3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB;Gesamt;543052
1993;3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB;Gesamt;697980
1994;3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB;Gesamt;643467
1995;3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB;Gesamt;664437
1996;3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB;Gesamt;702233
1997;3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;Gesamt;709718
1998;3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;Gesamt;697486
1999;3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;Gesamt;644817
2000;3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;Gesamt;620992
2001;3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;Gesamt;607801
2002;3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;Gesamt;621928
2003;3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;Gesamt;603579
2004;3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;Gesamt;586675
2005;3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;Gesamt;535327
2006;3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;Gesamt;511860
2007;3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;Gesamt;494582
2008;3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;Gesamt;478938
2009;3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;Gesamt;460605
2010;3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;Gesamt;446531
2011;3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;Gesamt;434585
2012;3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;Gesamt;414206
2013;3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;Gesamt;400544
2014;3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;Gesamt;394826
2015;3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;Gesamt;399048
2016;3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;Gesamt;383256
2017;3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;Gesamt;358412
2018;3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;Gesamt;341007
2019;3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;Gesamt;324474
2020;3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;Gesamt;290934
2021;3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;Gesamt;257594
2022;3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;Gesamt;326629
2023;3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;Gesamt;374719
2024;3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;Gesamt;349268
1991;3**100;Einfacher Diebstahl von Kraftwagen einschl. unbefugte Ingebrauchnahme;Gesamt;6067
1992;3**100;Einfacher Diebstahl von Kraftwagen einschl. unbefugte Ingebrauchnahme;Gesamt;6208
2021;3**100;Einfacher Diebstahl von Kraftwagen einschl. unbefugte Ingebrauchnahme;Gesamt;4359
2022;3**100;Einfacher Diebstahl von Kraftwagen einschl. unbefugte Ingebrauchnahme;Gesamt;5045
2023;3**100;Einfacher Diebstahl von Kraftwagen einschl. unbefugte Ingebrauchnahme;Gesamt;5174
2024;3**100;Einfacher Diebstahl von Kraftwagen einschl. unbefugte Ingebrauchnahme;Gesamt;5426
1991;3**200;Einfacher Diebstahl von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme;Gesamt;3227
1992;3**200;Einfacher Diebstahl von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme;Gesamt;3201
2021;3**200;Einfacher Diebstahl von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme;Gesamt;1300
2022;3**200;Einfacher Diebstahl von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme;Gesamt;1838
2023;3**200;Einfacher Diebstahl von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme;Gesamt;2126
2024;3**200;Einfacher Diebstahl von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme;Gesamt;2087
1991;3**300;Einfacher Diebstahl von Fahrrädern einschl. unbefugte Ingebrauchnahme;Gesamt;10796
1992;3**300;Einfacher Diebstahl von Fahrrädern einschl. unbefugte Ingebrauchnahme;Gesamt;11816
2021;3**300;Einfacher Diebstahl von Fahrrädern einschl. unbefugte Ingebrauchnahme;Gesamt;9073
2022;3**300;Einfacher Diebstahl von Fahrrädern einschl. unbefugte Ingebrauchnahme;Gesamt;9290
2023;3**300;Einfacher Diebstahl von Fahrrädern einschl. unbefugte Ingebrauchnahme;Gesamt;9192
2024;3**300;Einfacher Diebstahl von Fahrrädern einschl. unbefugte Ingebrauchnahme;Gesamt;8295
1987;3**400;Einfacher Diebstahl von Schusswaffen;Gesamt;311
1988;3**400;Einfacher Diebstahl von Schusswaffen;Gesamt;299
1989;3**400;Einfacher Diebstahl von Schusswaffen;Gesamt;283
1990;3**400;Einfacher Diebstahl von Schusswaffen;Gesamt;280
1991;3**400;Einfacher Diebstahl von Schusswaffen;Gesamt;283
1992;3**400;Einfacher Diebstahl von Schusswaffen;Gesamt;297
1993;3**400;Einfacher Diebstahl von Schusswaffen;Gesamt;413
1994;3**400;Einfacher Diebstahl von Schusswaffen;Gesamt;382
1995;3**400;Einfacher Diebstahl von Schusswaffen;Gesamt;339
1996;3**400;Einfacher Diebstahl von Schusswaffen;Gesamt;386
1997;3**400;Einfacher Diebstahl von Schusswaffen;Gesamt;401
1998;3**400;Einfacher Diebstahl von Schusswaffen;Gesamt;372
1999;3**400;Einfacher Diebstahl von Schusswaffen;Gesamt;317
2000;3**400;Einfacher Diebstahl von Schusswaffen;Gesamt;306
2001;3**400;Einfacher Diebstahl von Schusswaffen;Gesamt;288
2002;3**400;Einfacher Diebstahl von Schusswaffen;Gesamt;253
2003;3**400;Einfacher Diebstahl von Schusswaffen;Gesamt;281
2004;3**400;Einfacher Diebstahl von Schusswaffen;Gesamt;265
2005;3**400;Einfacher Diebstahl von Schusswaffen;Gesamt;195
2006;3**400;Einfacher Diebstahl von Schusswaffen;Gesamt;229
2007;3**400;Einfacher Diebstahl von Schusswaffen;Gesamt;207
2008;3**400;Einfacher Diebstahl von Schusswaffen;Gesamt;185
2009;3**400;Einfacher Diebstahl von Schusswaffen;Gesamt;210
2010;3**400;Einfacher Diebstahl von Schusswaffen;Gesamt;200
2011;3**400;Einfacher Diebstahl von Schusswaffen;Gesamt;149
2012;3**400;Einfacher Diebstahl von Schusswaffen;Gesamt;158
2013;3**400;Einfacher Diebstahl von Schusswaffen;Gesamt;126
2014;3**400;Einfacher Diebstahl von Schusswaffen;Gesamt;136
2015;3**400;Einfacher Diebstahl von Schusswaffen;Gesamt;138
2016;3**400;Einfacher Diebstahl von Schusswaffen;Gesamt;119
2017;3**400;Einfacher Diebstahl von Schusswaffen;Gesamt;102
2018;3**400;Einfacher Diebstahl von Schusswaffen;Gesamt;118
2019;3**400;Einfacher Diebstahl von Schusswaffen;Gesamt;125
2020;3**400;Einfacher Diebstahl von Schusswaffen;Gesamt;116
2021;3**400;Einfacher Diebstahl von Schusswaffen;Gesamt;99
2022;3**400;Einfacher Diebstahl von Schusswaffen;Gesamt;111
2023;3**400;Einfacher Diebstahl von Schusswaffen;Gesamt;114
2024;3**400;Einfacher Diebstahl von Schusswaffen;Gesamt;90
1987;3**500;von Sprengstoff;Gesamt;34
1989;3**500;von Sprengstoff;Gesamt;28
1990;3**500;von Sprengstoff;Gesamt;14
1991;3**500;Einfacher Diebstahl von unbaren Zahlungsmitteln;Gesamt;1531
1992;3**500;Einfacher Diebstahl von unbaren Zahlungsmitteln;Gesamt;2368
1993;3**500;Einfacher Diebstahl von unbaren Zahlungsmitteln;Gesamt;3092
1994;3**500;Einfacher Diebstahl von unbaren Zahlungsmitteln;Gesamt;3493
1995;3**500;Einfacher Diebstahl von unbaren Zahlungsmitteln;Gesamt;3953
1996;3**500;Einfacher Diebstahl von unbaren Zahlungsmitteln;Gesamt;4437
1997;3**500;Einfacher Diebstahl von unbaren Zahlungsmitteln;Gesamt;4680
1998;3**500;Einfacher Diebstahl von unbaren Zahlungsmitteln;Gesamt;4826
1999;3**500;Einfacher Diebstahl von unbaren Zahlungsmitteln;Gesamt;4859
2000;3**500;Einfacher Diebstahl von unbaren Zahlungsmitteln;Gesamt;5189
2001;3**500;Einfacher Diebstahl von unbaren Zahlungsmitteln;Gesamt;5211
2002;3**500;Einfacher Diebstahl von unbaren Zahlungsmitteln;Gesamt;6029
2003;3**500;Einfacher Diebstahl von unbaren Zahlungsmitteln;Gesamt;7227
2004;3**500;Einfacher Diebstahl von unbaren Zahlungsmitteln;Gesamt;8131
2005;3**500;Einfacher Diebstahl von unbaren Zahlungsmitteln;Gesamt;8452
2006;3**500;Einfacher Diebstahl von unbaren Zahlungsmitteln;Gesamt;8046
2007;3**500;Einfacher Diebstahl von unbaren Zahlungsmitteln;Gesamt;8116
2008;3**500;Einfacher Diebstahl von unbaren Zahlungsmitteln;Gesamt;8566
2009;3**500;Einfacher Diebstahl von unbaren Zahlungsmitteln;Gesamt;8197
2010;3**500;Einfacher Diebstahl von unbaren Zahlungsmitteln;Gesamt;8631
2011;3**500;Einfacher Diebstahl von unbaren Zahlungsmitteln;Gesamt;8561
2012;3**500;Einfacher Diebstahl von unbaren Zahlungsmitteln;Gesamt;8354
2013;3**500;Einfacher Diebstahl von unbaren Zahlungsmitteln;Gesamt;8587
2014;3**500;Einfacher Diebstahl von unbaren Zahlungsmitteln;Gesamt;8544
2015;3**500;Einfacher Diebstahl von unbaren Zahlungsmitteln;Gesamt;8428
2016;3**500;Einfacher Diebstahl von unbaren Zahlungsmitteln;Gesamt;8064
2017;3**500;Einfacher Diebstahl von unbaren Zahlungsmitteln;Gesamt;7357
2018;3**500;Einfacher Diebstahl von unbaren Zahlungsmitteln;Gesamt;6605
2019;3**500;Einfacher Diebstahl von unbaren Zahlungsmitteln;Gesamt;6190
2020;3**500;Einfacher Diebstahl von unbaren Zahlungsmitteln;Gesamt;5717
2021;3**500;Einfacher Diebstahl von unbaren Zahlungsmitteln;Gesamt;4851
2022;3**500;Einfacher Diebstahl von unbaren Zahlungsmitteln;Gesamt;5871
2023;3**500;Einfacher Diebstahl von unbaren Zahlungsmitteln;Gesamt;6611
2024;3**500;Einfacher Diebstahl von unbaren Zahlungsmitteln;Gesamt;6663
1987;3**600;von amtlichen Siegeln und Stempeln, Vordrucken für Ausweise und Kfz-Papiere;Gesamt;101
1988;3**600;von amtlichen Siegeln und Stempeln, Vordrucken für Ausweise und Kfz-Papiere;Gesamt;115
1989;3**600;von amtlichen Siegeln und Stempeln, Vordrucken für Ausweise und Kfz-Papiere;Gesamt;132
1990;3**600;von amtlichen Siegeln und Stempeln, Vordrucken für Ausweise und Kfz-Papiere;Gesamt;113
1991;3**600;von amtlichen Siegeln und Stempeln, Vordrucken für Ausweise und Kfz-Papiere;Gesamt;118
1992;3**600;von amtlichen Siegeln und Stempeln, Vordrucken für Ausweise und Kfz-Papiere;Gesamt;134
1993;3**600;von amtlichen Siegeln und Stempeln, Vordrucken für Ausweise und Kfz-Papiere;Gesamt;288
1994;3**600;von amtlichen Siegeln und Stempeln, Vordrucken für Ausweise und Kfz-Papiere;Gesamt;250
1995;3**600;von amtlichen Siegeln und Stempeln, Vordrucken für Ausweise und Kfz-Papiere;Gesamt;254
1996;3**600;von amtlichen Siegeln und Stempeln, Vordrucken für Ausweise und Kfz-Papiere;Gesamt;275
1997;3**600;von amtlichen Siegeln und Stempeln, Vordrucken für Ausweise und Kfz-Papiere;Gesamt;320
1998;3**600;von amtlichen Siegeln und Stempeln, Vordrucken für Ausweise und Kfz-Papiere;Gesamt;234
1999;3**600;von amtlichen Siegeln und Stempeln, Vordrucken für Ausweise und Kfz-Papiere;Gesamt;262
2000;3**600;von amtlichen Siegeln und Stempeln, Vordrucken für Ausweise und Kfz-Papiere;Gesamt;194
2001;3**600;von amtlichen Siegeln und Stempeln, Vordrucken für Ausweise und Kfz-Papiere;Gesamt;171
2002;3**600;von amtlichen Siegeln und Stempeln, Vordrucken für Ausweise und Kfz-Papiere;Gesamt;183
2003;3**600;von amtlichen Siegeln und Stempeln, Vordrucken für Ausweise und Kfz-Papiere;Gesamt;170
2004;3**600;von amtlichen Siegeln und Stempeln, Vordrucken für Ausweise und Kfz-Papiere;Gesamt;184
2005;3**600;von amtlichen Siegeln und Stempeln, Vordrucken für Ausweise und Kfz-Papiere;Gesamt;168
2006;3**600;von amtlichen Siegeln und Stempeln, Vordrucken für Ausweise und Kfz-Papiere;Gesamt;151
2007;3**600;von amtlichen Siegeln und Stempeln, Vordrucken für Ausweise und Kfz-Papiere;Gesamt;154
2008;3**600;von amtlichen Siegeln und Stempeln, Vordrucken für Ausweise und Kfz-Papiere;Gesamt;121
2009;3**600;von amtlichen Siegeln und Stempeln, Vordrucken für Ausweise und Kfz-Papiere;Gesamt;144
2010;3**600;von amtlichen Siegeln und Stempeln, Vordrucken für Ausweise und Kfz-Papiere;Gesamt;138
1987;3**700;Einfacher Diebstahl von/aus Automaten;Gesamt;2098
1988;3**700;Einfacher Diebstahl von/aus Automaten;Gesamt;1687
1989;3**700;Einfacher Diebstahl von/aus Automaten;Gesamt;1479
